session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,user_id
0.15,64,1,0,0,1,0.01,0.01,0.01,Sure Thing,584787
0.48,46,1,0,0,1,0.01,0.01,0.0,Sure Thing,585946
1.27,34,0,1,0,0,0.21,0.11,0.1,Persuadable,586270
4.52,19,0,0,1,0,0.48,0.31,0.17,Persuadable,590744
2.62,64,0,0,1,0,0.56,0.6,-0.04,Do Not Disturb,590922
2.77,44,0,1,1,0,0.7,0.69,0.01,Sure Thing,593786
5.67,51,1,0,1,0,0.67,0.66,0.02,Sure Thing,595284
2.05,29,0,0,0,0,0.58,0.49,0.08,Persuadable,598069
3.3,45,1,0,1,0,0.69,0.71,-0.01,Sure Thing,601882
2.28,30,1,1,1,0,0.63,0.65,-0.02,Sure Thing,602598
3.22,40,1,0,0,0,0.68,0.71,-0.03,Do Not Disturb,605004
0.78,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,606362
3.03,38,0,0,1,1,0.7,0.72,-0.02,Sure Thing,606862
1.0,39,0,0,0,1,0.01,0.01,0.0,Sure Thing,606930
0.5,41,0,0,0,1,0.01,0.01,0.0,Sure Thing,607017
2.82,53,1,1,1,0,0.68,0.68,-0.01,Sure Thing,609868
0.5,67,1,0,0,0,0.02,0.0,0.01,Sure Thing,612812
0.78,53,1,1,0,0,0.01,0.0,0.01,Sure Thing,621072
2.77,29,0,0,1,0,0.69,0.68,0.02,Sure Thing,641364
0.23,41,1,1,0,0,0.02,0.0,0.01,Sure Thing,651828
0.5,47,1,1,0,1,0.01,0.0,0.01,Sure Thing,662750
2.62,39,1,0,1,0,0.69,0.71,-0.02,Do Not Disturb,663017
3.3,44,1,0,0,0,0.69,0.71,-0.01,Sure Thing,666718
2.05,54,1,1,1,0,0.54,0.51,0.03,Sure Thing,690420
2.72,45,0,1,1,1,0.7,0.69,0.01,Sure Thing,691546
1.2,39,0,1,0,0,0.1,0.1,0.0,Sure Thing,702595
1.98,42,0,0,1,0,0.45,0.5,-0.05,Do Not Disturb,721570
1.73,35,1,1,1,0,0.24,0.14,0.1,Persuadable,767426
0.77,17,0,0,0,0,0.01,0.0,0.0,Sure Thing,133058
1.57,22,0,0,0,0,0.24,0.12,0.11,Persuadable,258451
1.92,66,1,0,0,1,0.27,0.2,0.07,Persuadable,377069
2.95,35,0,0,1,0,0.71,0.72,-0.01,Sure Thing,431602
3.07,39,0,0,1,0,0.7,0.72,-0.01,Sure Thing,449033
2.6,16,0,1,0,0,0.36,0.31,0.05,Sure Thing,469237
1.13,44,0,0,0,0,0.07,0.03,0.04,Sure Thing,473712
0.6,54,1,1,0,0,0.01,0.0,0.01,Sure Thing,486671
2.43,38,0,1,1,0,0.69,0.69,-0.0,Sure Thing,489953
3.05,53,0,0,1,0,0.7,0.72,-0.01,Sure Thing,491124
0.48,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,491772
0.48,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,504081
1.12,67,0,0,0,0,0.15,0.02,0.13,Persuadable,504579
2.1,37,1,0,0,0,0.61,0.57,0.05,Sure Thing,509924
0.4,31,1,0,0,1,0.01,0.0,0.01,Sure Thing,512024
0.98,42,0,0,0,0,0.01,0.01,-0.0,Sure Thing,512831
3.23,30,0,0,1,0,0.69,0.68,0.02,Sure Thing,512900
2.42,35,0,0,0,0,0.7,0.72,-0.02,Do Not Disturb,513126
0.75,53,1,0,0,0,0.01,0.01,0.0,Sure Thing,514324
1.93,19,0,0,0,0,0.15,0.16,-0.01,Sure Thing,515020
0.87,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,515030
2.63,36,0,0,1,0,0.71,0.72,-0.01,Sure Thing,516269
3.15,48,1,1,1,0,0.67,0.68,-0.01,Sure Thing,517403
3.33,43,1,0,1,0,0.69,0.7,-0.0,Sure Thing,518527
1.52,52,1,0,1,0,0.19,0.12,0.07,Persuadable,520177
3.33,56,1,0,1,0,0.61,0.62,-0.0,Sure Thing,520619
8.52,37,1,0,1,0,0.67,0.65,0.01,Sure Thing,520878
3.18,29,0,1,1,0,0.67,0.66,0.01,Sure Thing,521109
0.23,35,0,1,0,0,0.01,0.01,0.0,Sure Thing,524358
2.23,49,0,0,1,0,0.64,0.71,-0.06,Do Not Disturb,525722
1.37,45,0,0,0,0,0.17,0.11,0.06,Persuadable,526729
0.85,33,0,0,0,0,0.01,0.0,0.01,Sure Thing,529913
0.85,42,0,1,0,0,0.01,0.01,0.0,Sure Thing,530625
1.25,50,1,1,0,0,0.11,0.11,0.0,Sure Thing,531217
1.88,33,1,0,0,0,0.22,0.2,0.03,Sure Thing,531625
3.1,29,0,0,1,0,0.69,0.68,0.02,Sure Thing,532347
0.53,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,537819
3.12,42,1,0,1,0,0.69,0.71,-0.02,Sure Thing,540260
1.27,45,1,0,0,0,0.16,0.11,0.05,Sure Thing,541282
0.77,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,545771
0.25,72,0,0,0,0,0.02,0.0,0.01,Sure Thing,546462
4.58,56,1,1,0,0,0.49,0.49,-0.0,Sure Thing,548391
0.52,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,549894
5.07,49,1,0,0,0,0.67,0.66,0.01,Sure Thing,549988
1.57,30,0,0,0,1,0.2,0.12,0.08,Persuadable,551681
0.27,40,1,1,0,0,0.01,0.0,0.01,Sure Thing,552345
0.52,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,552372
3.03,42,0,1,1,0,0.7,0.69,0.01,Sure Thing,552613
0.72,58,1,1,0,0,0.01,0.0,0.01,Sure Thing,552726
3.23,56,0,0,0,0,0.63,0.64,-0.01,Sure Thing,559228
0.5,46,0,1,0,0,0.01,0.01,0.0,Sure Thing,559368
0.92,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,561054
0.35,26,0,0,0,0,0.01,0.01,0.01,Sure Thing,567589
0.65,44,1,1,0,0,0.02,0.0,0.01,Sure Thing,568773
0.25,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,570654
1.87,41,0,0,0,0,0.27,0.16,0.11,Persuadable,570746
1.97,46,0,0,0,0,0.39,0.26,0.13,Persuadable,573040
2.02,41,1,0,0,0,0.45,0.51,-0.06,Do Not Disturb,573147
1.22,44,0,0,0,0,0.07,0.1,-0.03,Do Not Disturb,574513
1.35,27,1,1,0,0,0.18,0.11,0.07,Persuadable,576159
2.02,39,0,1,0,0,0.48,0.46,0.02,Sure Thing,576272
2.03,53,1,1,0,0,0.54,0.45,0.08,Persuadable,577044
2.42,62,1,1,1,0,0.5,0.55,-0.05,Do Not Disturb,577089
2.23,33,0,0,0,0,0.62,0.67,-0.05,Do Not Disturb,577541
2.37,52,0,1,1,0,0.7,0.69,0.0,Sure Thing,582785
0.73,18,0,1,0,0,0.01,0.0,0.01,Sure Thing,588497
0.4,40,1,1,0,0,0.01,0.0,0.01,Sure Thing,590394
0.58,57,1,0,0,0,0.02,0.01,0.01,Sure Thing,592082
0.37,58,1,1,0,0,0.01,0.0,0.01,Sure Thing,593047
3.47,38,1,0,0,0,0.69,0.69,-0.01,Sure Thing,597010
0.83,40,1,0,0,0,0.01,0.01,0.01,Sure Thing,597954
14.38,35,1,0,1,0,0.74,0.68,0.06,Persuadable,600515
4.15,44,1,0,0,0,0.67,0.67,-0.0,Sure Thing,635300
0.23,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,639554
0.52,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,646455
0.48,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,654233
3.0,40,0,0,1,0,0.7,0.72,-0.02,Sure Thing,663565
1.13,27,1,1,0,0,0.07,0.04,0.03,Sure Thing,693729
0.67,41,0,1,0,0,0.01,0.01,0.0,Sure Thing,703333
1.22,21,0,0,1,0,0.08,0.12,-0.04,Do Not Disturb,708887
0.75,66,1,0,0,0,0.02,0.0,0.01,Sure Thing,716801
2.48,36,0,1,1,0,0.69,0.69,-0.0,Sure Thing,720860
1.88,44,1,0,0,0,0.26,0.19,0.07,Persuadable,725357
2.47,44,1,0,1,0,0.69,0.71,-0.02,Sure Thing,727886
3.47,40,0,1,1,0,0.69,0.68,0.02,Sure Thing,756434
0.5,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,770252
2.02,36,0,0,0,0,0.4,0.52,-0.12,Do Not Disturb,152583
3.63,45,1,1,0,0,0.67,0.67,0.0,Sure Thing,160754
5.93,51,1,0,1,0,0.67,0.66,0.02,Sure Thing,361759
1.6,43,0,0,0,0,0.22,0.11,0.11,Persuadable,380436
0.25,39,1,1,0,0,0.02,0.0,0.01,Sure Thing,487036
1.57,29,0,0,0,0,0.2,0.12,0.08,Persuadable,492999
0.77,60,0,0,0,0,0.01,0.01,-0.0,Sure Thing,505230
3.35,26,0,0,1,1,0.63,0.67,-0.04,Do Not Disturb,505916
5.15,47,1,1,1,0,0.66,0.6,0.05,Persuadable,506427
2.12,42,0,0,0,0,0.64,0.58,0.06,Persuadable,511424
2.38,35,1,0,1,0,0.67,0.71,-0.04,Do Not Disturb,512329
3.27,50,1,1,1,1,0.67,0.68,-0.01,Sure Thing,515103
14.05,35,0,0,1,0,0.77,0.69,0.07,Persuadable,515139
1.75,27,0,0,0,0,0.19,0.12,0.07,Persuadable,516579
3.7,80,1,0,1,0,0.36,0.32,0.04,Sure Thing,517715
0.38,44,1,1,0,0,0.02,0.0,0.01,Sure Thing,519117
0.25,52,1,1,0,0,0.01,0.0,0.01,Sure Thing,519664
0.75,40,0,0,0,0,0.01,0.01,0.0,Sure Thing,523717
3.2,43,1,0,0,0,0.69,0.71,-0.01,Sure Thing,526492
0.4,23,0,0,0,0,0.01,0.0,0.0,Sure Thing,527219
1.33,50,1,0,1,0,0.18,0.12,0.06,Persuadable,531009
0.6,57,1,1,0,0,0.02,0.0,0.01,Sure Thing,531868
1.42,53,0,1,0,0,0.23,0.12,0.11,Persuadable,531989
1.48,55,1,0,0,0,0.2,0.13,0.07,Persuadable,532388
3.38,30,0,0,0,0,0.69,0.66,0.03,Sure Thing,533895
1.1,38,1,1,0,0,0.06,0.03,0.03,Sure Thing,535879
1.37,33,0,1,0,0,0.25,0.12,0.13,Persuadable,536099
2.53,44,0,0,1,1,0.71,0.72,-0.01,Sure Thing,537393
0.62,56,1,0,0,0,0.01,0.01,0.0,Sure Thing,538677
6.67,46,1,0,0,1,0.67,0.66,0.01,Sure Thing,540444
2.27,35,0,0,1,1,0.68,0.71,-0.04,Do Not Disturb,543968
0.52,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,546740
0.87,40,1,1,0,0,0.01,0.0,0.01,Sure Thing,546881
3.62,43,0,0,1,0,0.71,0.69,0.02,Sure Thing,547663
1.72,29,0,0,0,0,0.17,0.12,0.05,Persuadable,552661
3.15,62,0,0,1,0,0.59,0.62,-0.03,Do Not Disturb,555203
1.65,33,0,0,0,0,0.17,0.12,0.05,Persuadable,555934
2.85,48,1,0,0,0,0.7,0.71,-0.01,Sure Thing,558081
2.02,16,0,1,0,1,0.28,0.27,0.02,Sure Thing,565915
2.15,37,0,1,1,0,0.59,0.58,0.02,Sure Thing,568182
1.13,42,1,1,0,0,0.09,0.03,0.06,Persuadable,568931
0.88,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,570439
3.97,55,0,0,1,0,0.64,0.68,-0.04,Do Not Disturb,570693
0.4,55,1,0,0,0,0.01,0.01,0.0,Sure Thing,571876
1.48,42,0,0,0,0,0.22,0.11,0.11,Persuadable,582833
0.27,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,593386
3.33,37,1,0,1,0,0.69,0.7,-0.01,Sure Thing,596335
3.42,46,0,0,0,0,0.71,0.7,0.01,Sure Thing,597410
1.37,52,0,0,0,0,0.18,0.11,0.07,Persuadable,602433
3.37,53,1,0,1,0,0.69,0.69,-0.01,Sure Thing,606094
1.6,38,0,0,0,0,0.2,0.11,0.08,Persuadable,607998
1.37,19,0,1,0,0,0.24,0.1,0.14,Persuadable,610492
2.02,42,1,0,0,0,0.46,0.51,-0.05,Do Not Disturb,619218
0.67,51,1,0,0,0,0.02,0.01,0.01,Sure Thing,621291
2.48,34,0,0,1,0,0.7,0.69,0.01,Sure Thing,623077
0.77,46,0,0,0,0,0.01,0.01,0.0,Sure Thing,623087
1.55,27,0,1,0,0,0.25,0.11,0.14,Persuadable,624497
2.63,39,0,0,1,0,0.7,0.72,-0.01,Sure Thing,625030
2.73,36,0,1,0,0,0.69,0.69,-0.0,Sure Thing,638576
1.48,40,0,1,0,0,0.24,0.11,0.12,Persuadable,639168
3.18,37,0,1,0,0,0.69,0.69,-0.0,Sure Thing,649080
5.03,41,0,0,1,0,0.68,0.67,0.01,Sure Thing,664401
1.65,34,0,1,0,0,0.21,0.12,0.09,Persuadable,684510
0.95,19,0,1,0,0,0.02,0.0,0.01,Sure Thing,689984
0.67,28,1,1,0,0,0.01,0.01,0.01,Sure Thing,694265
0.63,34,0,0,0,0,0.01,0.0,0.01,Sure Thing,699040
1.53,41,1,1,0,0,0.25,0.12,0.13,Persuadable,714420
2.35,30,1,0,0,0,0.67,0.67,-0.0,Sure Thing,717149
0.52,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,774666
1.88,52,1,0,1,0,0.25,0.18,0.07,Persuadable,399137
0.25,28,0,1,0,0,0.01,0.0,0.01,Sure Thing,421666
0.98,35,0,1,0,0,0.01,0.01,-0.0,Sure Thing,432637
3.12,46,0,0,0,0,0.71,0.72,-0.01,Sure Thing,446933
1.13,42,1,0,0,0,0.08,0.03,0.05,Persuadable,479254
4.02,27,0,0,1,0,0.6,0.63,-0.03,Do Not Disturb,486270
0.52,40,1,0,0,0,0.01,0.01,0.01,Sure Thing,487858
0.38,16,0,0,0,1,0.01,0.0,0.01,Sure Thing,488246
1.42,55,1,1,0,0,0.16,0.13,0.03,Sure Thing,497042
0.52,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,511125
1.35,54,1,0,0,0,0.16,0.12,0.03,Sure Thing,512558
1.72,39,0,0,0,0,0.21,0.11,0.1,Persuadable,512610
2.33,36,0,0,0,0,0.69,0.72,-0.03,Do Not Disturb,513296
0.4,35,0,0,0,0,0.01,0.01,0.0,Sure Thing,513509
2.45,42,1,0,1,0,0.69,0.71,-0.02,Sure Thing,515953
2.17,49,1,1,1,0,0.6,0.62,-0.03,Do Not Disturb,516004
4.78,75,0,0,0,0,0.37,0.36,0.01,Sure Thing,516697
2.88,45,1,0,1,0,0.69,0.71,-0.01,Sure Thing,516704
3.58,37,1,0,0,0,0.69,0.69,-0.01,Sure Thing,517633
1.83,45,0,1,1,0,0.23,0.15,0.08,Persuadable,519626
3.93,40,1,1,0,0,0.64,0.66,-0.01,Sure Thing,522585
0.37,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,524511
0.5,47,1,0,0,0,0.01,0.01,0.0,Sure Thing,526354
1.8,19,0,0,0,0,0.14,0.1,0.04,Sure Thing,527689
3.58,26,1,1,1,0,0.66,0.64,0.01,Sure Thing,528242
2.85,46,0,0,0,0,0.71,0.72,-0.01,Sure Thing,529840
3.37,47,1,0,1,0,0.7,0.69,0.01,Sure Thing,531143
1.0,43,0,0,0,0,0.01,0.01,-0.0,Sure Thing,531511
3.32,48,1,0,1,0,0.7,0.7,-0.0,Sure Thing,531557
1.13,30,0,0,0,0,0.1,0.03,0.06,Persuadable,532750
2.42,43,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,534594
1.1,54,0,1,0,0,0.05,0.03,0.02,Sure Thing,535149
2.18,40,0,0,0,0,0.63,0.69,-0.06,Do Not Disturb,543327
0.47,44,0,1,0,0,0.01,0.01,0.0,Sure Thing,545518
2.93,53,1,0,1,0,0.69,0.71,-0.02,Sure Thing,550110
1.43,20,0,0,0,0,0.14,0.12,0.02,Sure Thing,551431
4.65,46,1,0,1,0,0.67,0.66,0.01,Sure Thing,551448
3.02,51,0,0,1,1,0.71,0.72,-0.01,Sure Thing,553664
0.75,18,0,0,0,1,0.01,0.0,0.01,Sure Thing,554560
2.35,32,1,1,0,0,0.65,0.65,0.0,Sure Thing,562832
2.57,44,1,0,1,0,0.69,0.71,-0.01,Sure Thing,563711
0.5,20,0,1,0,0,0.02,0.0,0.01,Sure Thing,564842
0.97,48,1,0,0,0,0.01,0.01,0.01,Sure Thing,566336
2.2,40,0,1,1,0,0.6,0.68,-0.07,Do Not Disturb,568060
0.52,39,1,1,0,0,0.02,0.0,0.01,Sure Thing,568121
0.78,44,0,1,0,0,0.01,0.01,0.0,Sure Thing,568970
1.08,37,1,0,0,0,0.07,0.04,0.03,Sure Thing,569754
1.97,54,0,1,0,1,0.36,0.3,0.06,Persuadable,572728
2.4,65,1,0,1,1,0.4,0.36,0.03,Sure Thing,575868
0.77,54,1,0,0,0,0.01,0.01,0.01,Sure Thing,579804
2.13,48,0,0,1,0,0.63,0.57,0.07,Persuadable,585832
1.32,44,0,1,0,0,0.18,0.11,0.07,Persuadable,590967
0.97,34,0,0,0,0,0.01,0.01,0.0,Sure Thing,591433
2.52,40,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,597954
4.23,53,1,1,0,0,0.65,0.64,0.01,Sure Thing,600163
0.5,34,0,1,0,0,0.01,0.0,0.01,Sure Thing,600265
2.78,44,0,0,0,0,0.71,0.72,-0.01,Sure Thing,606635
2.07,16,0,1,0,1,0.3,0.28,0.01,Sure Thing,607197
0.28,53,1,1,0,0,0.01,0.0,0.01,Sure Thing,621072
0.7,28,0,0,0,0,0.01,0.0,0.01,Sure Thing,621113
0.75,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,629345
0.27,53,1,0,0,0,0.01,0.01,0.0,Sure Thing,640580
2.32,31,0,1,1,0,0.67,0.66,0.0,Sure Thing,644467
3.07,47,0,0,1,0,0.71,0.72,-0.01,Sure Thing,644870
2.13,46,1,1,1,0,0.6,0.53,0.07,Persuadable,656150
1.62,31,0,0,0,0,0.18,0.12,0.06,Persuadable,669329
0.6,34,0,0,0,0,0.01,0.0,0.01,Sure Thing,699040
2.9,57,1,0,0,0,0.6,0.61,-0.01,Sure Thing,713557
7.13,41,1,1,0,0,0.64,0.6,0.03,Sure Thing,714420
0.4,66,1,0,0,0,0.02,0.0,0.01,Sure Thing,716801
1.77,47,0,0,0,0,0.24,0.11,0.13,Persuadable,777366
0.75,51,0,0,0,0,0.01,0.01,0.0,Sure Thing,334787
0.28,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,450305
3.0,43,1,0,0,0,0.69,0.71,-0.01,Sure Thing,454616
1.72,35,0,1,0,0,0.2,0.13,0.08,Persuadable,471973
1.57,19,0,0,0,1,0.16,0.1,0.06,Persuadable,478760
0.78,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,489852
4.6,31,0,0,1,1,0.67,0.62,0.05,Persuadable,508153
4.78,54,1,1,1,0,0.65,0.59,0.06,Persuadable,510815
1.22,36,0,0,1,0,0.08,0.11,-0.03,Do Not Disturb,511178
2.18,41,0,0,0,0,0.64,0.69,-0.05,Do Not Disturb,512392
0.95,37,1,1,0,0,0.01,0.0,0.01,Sure Thing,513233
0.87,63,1,0,0,0,0.01,0.01,0.01,Sure Thing,513860
1.23,36,1,0,0,0,0.11,0.13,-0.01,Sure Thing,516092
2.15,27,1,1,0,0,0.58,0.51,0.07,Persuadable,519722
1.13,47,0,0,0,0,0.07,0.03,0.04,Sure Thing,520497
2.38,39,0,0,0,0,0.69,0.72,-0.03,Do Not Disturb,523098
2.73,28,0,0,0,0,0.69,0.68,0.01,Sure Thing,523335
0.63,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,523877
3.02,30,0,0,1,0,0.69,0.68,0.02,Sure Thing,525410
0.78,36,1,1,0,1,0.01,0.0,0.01,Sure Thing,527850
1.03,50,1,1,0,0,0.06,0.01,0.06,Persuadable,531217
2.1,50,1,0,1,0,0.62,0.55,0.07,Persuadable,531386
2.63,49,1,1,1,0,0.68,0.68,-0.0,Sure Thing,531884
1.28,39,0,0,0,0,0.16,0.11,0.06,Persuadable,532073
1.55,30,1,1,0,0,0.27,0.13,0.14,Persuadable,534499
2.92,50,0,1,1,0,0.7,0.69,0.01,Sure Thing,534903
0.52,51,0,0,0,0,0.01,0.01,0.0,Sure Thing,535878
0.72,39,0,0,0,0,0.01,0.01,0.0,Sure Thing,543271
1.08,60,1,0,0,1,0.07,0.02,0.05,Sure Thing,544333
1.57,53,0,0,0,0,0.21,0.11,0.09,Persuadable,544444
2.3,40,1,1,1,0,0.65,0.68,-0.03,Do Not Disturb,548256
0.6,38,0,1,0,0,0.01,0.01,0.0,Sure Thing,548961
2.4,42,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,549584
13.42,35,0,0,0,0,0.76,0.69,0.07,Persuadable,556138
0.98,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,565487
3.57,49,0,0,0,0,0.71,0.7,0.01,Sure Thing,565718
1.87,65,1,0,0,0,0.26,0.13,0.13,Persuadable,566097
2.25,39,0,1,1,0,0.64,0.68,-0.04,Do Not Disturb,568105
2.03,36,0,0,0,0,0.57,0.52,0.05,Persuadable,569788
0.73,52,1,0,0,0,0.01,0.01,0.0,Sure Thing,571348
1.02,68,1,0,0,0,0.01,0.01,0.01,Sure Thing,572214
5.3,40,0,0,0,0,0.68,0.67,0.01,Sure Thing,574680
1.28,51,1,0,0,0,0.19,0.12,0.07,Persuadable,576677
0.12,49,0,0,0,0,0.01,0.01,0.0,Sure Thing,582254
1.62,64,1,0,1,0,0.21,0.14,0.07,Persuadable,584787
4.9,52,1,1,0,0,0.65,0.6,0.05,Persuadable,588919
2.08,40,1,0,1,1,0.6,0.56,0.04,Sure Thing,590905
0.25,57,1,0,0,0,0.02,0.01,0.01,Sure Thing,592082
0.48,42,1,1,0,0,0.02,0.0,0.01,Sure Thing,592158
0.37,35,0,1,0,0,0.01,0.01,0.0,Sure Thing,594103
1.33,78,1,0,1,0,0.19,0.17,0.02,Sure Thing,600796
1.0,46,1,1,0,0,0.01,0.01,0.01,Sure Thing,600926
0.75,32,1,0,0,1,0.01,0.0,0.01,Sure Thing,603278
2.22,44,0,0,0,0,0.64,0.71,-0.06,Do Not Disturb,606635
5.42,16,0,0,0,0,0.4,0.3,0.09,Persuadable,609683
0.62,31,0,0,0,0,0.01,0.0,0.01,Sure Thing,611887
0.5,55,1,1,0,0,0.01,0.0,0.01,Sure Thing,615489
0.98,30,0,1,0,0,0.01,0.01,0.01,Sure Thing,618815
0.52,45,1,0,0,0,0.01,0.01,0.0,Sure Thing,622149
4.07,44,0,0,0,0,0.67,0.68,-0.01,Sure Thing,629725
2.33,42,0,1,1,0,0.69,0.69,-0.0,Sure Thing,635303
0.37,53,1,0,0,0,0.01,0.01,0.0,Sure Thing,640968
1.28,63,1,1,0,1,0.17,0.14,0.03,Sure Thing,642578
2.88,44,1,0,1,0,0.69,0.71,-0.01,Sure Thing,654259
0.4,62,1,1,0,0,0.01,0.0,0.01,Sure Thing,669140
1.02,27,0,1,0,0,0.01,0.01,0.0,Sure Thing,689624
0.48,41,0,1,0,0,0.01,0.01,0.0,Sure Thing,703333
0.5,41,1,1,0,0,0.02,0.0,0.01,Sure Thing,714420
4.88,32,0,1,0,0,0.66,0.58,0.08,Persuadable,743151
0.37,24,0,0,0,1,0.01,0.0,0.01,Sure Thing,770252
1.38,47,0,0,0,0,0.18,0.11,0.07,Persuadable,777366
0.62,48,1,1,0,0,0.02,0.0,0.01,Sure Thing,780167
3.68,44,0,0,0,0,0.71,0.69,0.02,Sure Thing,446124
2.9,36,0,1,0,0,0.69,0.69,-0.0,Sure Thing,447053
2.28,46,0,0,1,0,0.68,0.72,-0.03,Do Not Disturb,456226
0.37,36,1,1,0,1,0.01,0.0,0.01,Sure Thing,479785
0.52,33,1,0,0,0,0.01,0.0,0.01,Sure Thing,495080
0.77,28,0,0,0,1,0.01,0.0,0.01,Sure Thing,496074
0.63,47,1,0,0,0,0.01,0.01,0.0,Sure Thing,507759
0.6,68,1,0,0,1,0.01,0.0,0.01,Sure Thing,509969
1.38,42,0,0,0,1,0.17,0.11,0.06,Persuadable,510754
3.73,53,0,0,1,0,0.7,0.69,0.01,Sure Thing,511542
2.73,50,1,1,1,0,0.68,0.68,-0.0,Sure Thing,511570
1.93,70,0,0,0,0,0.29,0.15,0.14,Persuadable,511821
1.63,43,0,1,1,1,0.24,0.12,0.12,Persuadable,512016
2.3,46,1,0,1,0,0.67,0.71,-0.03,Do Not Disturb,512163
0.9,47,1,0,0,0,0.01,0.01,0.0,Sure Thing,512552
2.1,48,0,0,0,0,0.62,0.57,0.05,Persuadable,515058
2.43,37,1,0,0,1,0.68,0.71,-0.03,Do Not Disturb,517633
2.88,30,1,0,1,0,0.68,0.67,0.01,Sure Thing,519709
3.65,39,1,0,1,0,0.69,0.69,-0.0,Sure Thing,520530
1.47,49,1,0,0,0,0.2,0.12,0.08,Persuadable,523465
2.08,53,1,0,1,0,0.6,0.54,0.06,Persuadable,524200
1.25,68,1,0,0,0,0.14,0.13,0.02,Sure Thing,526435
2.6,43,1,0,1,0,0.69,0.71,-0.01,Sure Thing,526492
1.93,54,1,1,0,1,0.2,0.34,-0.15,Do Not Disturb,526913
3.88,44,1,0,1,0,0.68,0.68,0.0,Sure Thing,527824
4.3,49,1,0,0,0,0.68,0.67,0.01,Sure Thing,528683
1.13,46,0,0,0,0,0.07,0.03,0.04,Sure Thing,531344
0.38,56,1,0,0,0,0.01,0.01,0.0,Sure Thing,532774
3.0,50,1,1,1,0,0.67,0.68,-0.01,Sure Thing,532989
1.05,53,1,1,0,0,0.05,0.01,0.04,Sure Thing,534040
5.65,32,0,0,1,1,0.68,0.61,0.07,Persuadable,534971
3.1,28,0,1,0,0,0.66,0.67,-0.0,Sure Thing,535365
3.35,41,1,1,0,1,0.67,0.68,-0.01,Sure Thing,535702
1.72,38,1,1,1,1,0.26,0.14,0.12,Persuadable,535879
1.18,65,1,0,0,0,0.08,0.11,-0.03,Do Not Disturb,536893
2.72,43,0,0,1,0,0.71,0.72,-0.01,Sure Thing,538197
2.7,37,1,0,1,0,0.69,0.71,-0.02,Do Not Disturb,538638
4.57,17,0,0,1,0,0.49,0.3,0.19,Persuadable,538681
4.85,38,1,0,0,0,0.66,0.66,0.0,Sure Thing,538714
2.3,37,0,1,1,0,0.66,0.69,-0.03,Do Not Disturb,539558
4.6,41,0,0,0,0,0.68,0.67,0.01,Sure Thing,541357
2.57,40,1,1,0,0,0.67,0.68,-0.01,Sure Thing,542036
3.58,51,1,0,1,0,0.7,0.69,0.01,Sure Thing,543114
3.68,52,0,1,0,0,0.7,0.66,0.04,Sure Thing,545803
1.62,54,1,0,1,0,0.2,0.13,0.07,Persuadable,547823
1.02,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,549466
2.23,16,0,0,1,0,0.47,0.34,0.13,Persuadable,551990
1.2,45,1,0,0,0,0.08,0.11,-0.03,Do Not Disturb,557314
2.47,37,0,0,0,0,0.7,0.72,-0.02,Do Not Disturb,559345
1.22,58,1,1,0,0,0.11,0.12,-0.01,Sure Thing,561201
10.6,62,1,1,0,0,0.46,0.43,0.03,Sure Thing,563425
2.13,36,0,0,0,0,0.63,0.59,0.04,Sure Thing,563592
2.32,36,1,0,1,0,0.67,0.71,-0.04,Do Not Disturb,566424
2.48,47,1,1,1,0,0.68,0.68,0.0,Sure Thing,566625
1.07,39,0,0,0,0,0.1,0.03,0.06,Persuadable,567906
2.63,49,1,0,1,0,0.7,0.71,-0.01,Sure Thing,573122
0.95,55,1,0,0,0,0.01,0.01,0.0,Sure Thing,575433
1.43,19,0,1,0,0,0.23,0.1,0.12,Persuadable,576846
