session_duration,age,married,has_children,hotel_booked,hotel_discount,p_treat,p_control,uplift,uplift_segment,p_book,decision,user_id
1.12,83,1,0,0,0,0.2,0.02,0.18,Persuadable,0.04,Give Discount,525175
2.35,40,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),526471
13.73,69,1,0,0,0,0.59,0.34,0.25,Persuadable,0.41,Give Discount,526872
3.4,46,0,0,0,1,0.71,0.7,0.01,Sure Thing,0.71,No Discount (Sure Thing),527133
1.38,56,1,0,1,0,0.15,0.13,0.02,Sure Thing,0.14,No Action,527344
2.03,42,1,1,0,0,0.54,0.45,0.09,Persuadable,0.46,Give Discount,527507
2.5,45,1,0,1,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),527886
1.37,50,1,1,0,0,0.18,0.12,0.06,Persuadable,0.13,Give Discount,528827
3.35,48,1,1,1,1,0.67,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),528930
2.37,35,0,0,0,0,0.7,0.72,-0.02,Do Not Disturb,0.71,No Discount (Sure Thing),529695
2.4,16,0,0,0,0,0.47,0.33,0.14,Persuadable,0.34,Give Discount,530196
0.62,17,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,530581
3.65,35,0,0,1,0,0.71,0.69,0.01,Sure Thing,0.71,No Discount (Sure Thing),530645
0.42,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,530739
2.38,27,0,0,0,0,0.64,0.68,-0.04,Do Not Disturb,0.67,Avoid (Do Not Disturb),531094
1.83,37,1,0,0,0,0.22,0.14,0.07,Persuadable,0.15,Give Discount,531499
2.75,33,1,0,1,1,0.68,0.67,0.01,Sure Thing,0.66,No Action,531625
1.52,30,0,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,533895
2.6,48,1,0,0,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),534564
3.05,43,0,0,0,1,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),534939
1.43,36,0,0,1,0,0.16,0.11,0.04,Sure Thing,0.12,No Action,535600
0.27,42,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,536058
2.12,43,1,0,0,0,0.63,0.56,0.07,Persuadable,0.58,Give Discount,537098
4.7,31,0,1,1,0,0.65,0.58,0.07,Persuadable,0.62,Give Discount,537317
0.87,21,0,0,0,1,0.01,0.0,0.0,Sure Thing,0.0,No Action,537795
1.65,52,1,0,0,0,0.2,0.13,0.08,Persuadable,0.13,Give Discount,538134
0.87,46,1,1,0,1,0.01,0.0,0.01,Sure Thing,0.01,No Action,538780
0.73,39,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,538915
0.9,39,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,539010
2.35,52,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),539093
4.1,35,1,0,1,0,0.66,0.68,-0.02,Sure Thing,0.7,Avoid (Do Not Disturb),539140
0.6,19,0,0,0,1,0.01,0.0,0.01,Sure Thing,0.0,No Action,539243
3.07,58,1,0,0,0,0.61,0.6,0.01,Sure Thing,0.58,No Action,539637
1.62,44,0,0,0,0,0.22,0.11,0.11,Persuadable,0.12,Give Discount,539917
0.77,53,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.0,Avoid (Do Not Disturb),540308
2.87,48,1,1,1,1,0.68,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),540572
1.35,43,0,0,0,0,0.15,0.11,0.04,Sure Thing,0.12,No Action,541112
3.22,47,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),542153
0.97,52,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,543074
1.22,51,1,1,1,1,0.12,0.1,0.02,Sure Thing,0.11,No Action,543671
1.38,60,1,0,0,0,0.15,0.14,0.01,Sure Thing,0.14,No Action,544333
1.0,35,0,1,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),544685
0.47,34,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,546399
0.23,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,546529
0.52,54,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,547823
0.48,42,1,1,0,1,0.02,0.0,0.01,Sure Thing,0.01,No Action,549116
0.85,50,1,1,0,1,0.02,0.0,0.01,Sure Thing,0.01,No Action,549361
0.25,48,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,549850
0.72,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,550077
4.98,39,1,1,0,0,0.65,0.6,0.04,Sure Thing,0.66,No Action,550506
0.62,51,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,550754
2.87,55,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),551023
1.13,16,0,1,0,0,0.05,0.08,-0.02,Do Not Disturb,0.07,Avoid (Do Not Disturb),551486
2.57,32,0,1,1,0,0.68,0.66,0.02,Sure Thing,0.64,No Action,551718
0.62,22,1,1,0,0,0.04,0.01,0.03,Sure Thing,0.01,No Action,554681
0.72,22,0,0,0,0,0.01,0.0,0.0,Sure Thing,0.01,No Action,555030
0.75,52,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,555191
2.55,29,0,0,0,0,0.69,0.68,0.01,Sure Thing,0.67,No Action,555656
0.62,56,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,559228
0.92,66,1,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,560495
1.1,41,1,0,0,0,0.06,0.03,0.03,Sure Thing,0.04,No Action,560747
3.38,27,1,1,0,0,0.65,0.65,0.0,Sure Thing,0.64,No Action,560929
2.87,24,0,0,1,0,0.53,0.34,0.2,Persuadable,0.35,Give Discount,561054
2.38,16,0,0,1,0,0.47,0.33,0.14,Persuadable,0.34,Give Discount,561699
1.28,41,1,1,0,0,0.17,0.11,0.06,Persuadable,0.12,Give Discount,562192
1.25,36,0,0,0,0,0.1,0.11,-0.01,Sure Thing,0.11,Avoid (Do Not Disturb),563592
1.63,16,0,0,0,0,0.17,0.09,0.07,Persuadable,0.1,Give Discount,564101
1.73,46,1,1,1,0,0.27,0.13,0.14,Persuadable,0.14,Give Discount,566861
5.13,37,0,0,0,0,0.67,0.67,0.0,Sure Thing,0.7,No Discount (Sure Thing),566964
1.48,50,1,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,567114
0.28,44,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,567256
1.37,39,1,0,0,0,0.17,0.12,0.05,Sure Thing,0.13,No Action,568013
0.88,38,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,568093
0.95,31,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,568371
7.62,36,0,1,0,0,0.66,0.62,0.04,Sure Thing,0.67,No Action,569243
2.4,54,0,1,0,1,0.67,0.69,-0.03,Do Not Disturb,0.68,Avoid (Do Not Disturb),572728
0.63,48,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,572898
3.77,54,1,0,1,0,0.68,0.69,-0.01,Sure Thing,0.7,No Discount (Sure Thing),573427
0.4,36,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,574493
2.58,40,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),574680
0.42,19,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,576846
5.25,45,1,1,0,0,0.65,0.6,0.05,Sure Thing,0.66,No Action,577216
3.85,43,1,0,1,0,0.69,0.68,0.0,Sure Thing,0.7,No Action,577915
1.88,29,0,0,0,0,0.21,0.17,0.04,Sure Thing,0.16,No Action,578058
0.88,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,578872
1.02,27,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,578993
3.63,40,0,0,0,0,0.7,0.69,0.01,Sure Thing,0.71,No Discount (Sure Thing),580402
0.62,52,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,580902
2.6,49,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),582254
2.82,44,1,0,1,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),582326
0.38,35,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,584115
3.8,21,0,1,0,0,0.44,0.23,0.2,Persuadable,0.27,Give Discount,585361
6.95,42,0,1,0,0,0.66,0.62,0.04,Sure Thing,0.67,No Action,585768
0.15,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,586357
2.0,41,0,1,0,0,0.5,0.45,0.04,Sure Thing,0.46,No Action,586811
2.18,19,0,0,0,0,0.44,0.34,0.1,Persuadable,0.36,Give Discount,587698
1.52,49,1,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,589228
0.27,45,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,589414
2.03,18,0,0,0,0,0.31,0.29,0.02,Sure Thing,0.34,No Action,590014
2.07,47,1,0,0,0,0.61,0.54,0.07,Persuadable,0.56,Give Discount,590103
0.63,35,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,594103
0.4,21,0,0,0,1,0.01,0.0,0.0,Sure Thing,0.0,No Action,594503
0.52,42,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,594914
4.1,40,0,0,1,0,0.67,0.68,-0.01,Sure Thing,0.7,No Discount (Sure Thing),594985
2.32,44,0,0,0,0,0.69,0.72,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),595626
0.25,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,596442
2.63,42,1,0,1,0,0.69,0.71,-0.02,Sure Thing,0.7,No Discount (Sure Thing),597003
0.38,52,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,597510
1.48,44,1,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,598276
2.57,35,0,0,0,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),598691
4.15,38,0,1,0,0,0.67,0.65,0.02,Sure Thing,0.67,No Action,599239
0.15,41,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,599651
2.67,45,1,0,0,0,0.69,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),601882
2.37,36,0,1,1,0,0.68,0.69,-0.01,Sure Thing,0.68,Avoid (Do Not Disturb),602793
2.45,32,1,0,1,0,0.68,0.67,0.01,Sure Thing,0.66,No Action,603278
3.83,38,1,1,1,0,0.66,0.66,0.0,Sure Thing,0.67,No Action,604688
0.27,40,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,605004
1.4,67,1,0,0,0,0.15,0.13,0.02,Sure Thing,0.14,No Action,605308
1.0,31,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,605578
1.08,63,1,0,1,0,0.09,0.03,0.06,Persuadable,0.04,Give Discount,607524
4.07,16,0,0,0,0,0.4,0.31,0.09,Persuadable,0.32,Give Discount,607949
0.38,41,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,609102
1.33,35,0,1,0,0,0.2,0.11,0.08,Persuadable,0.13,Give Discount,610670
1.52,58,0,0,0,0,0.19,0.12,0.07,Persuadable,0.13,Give Discount,613655
1.0,29,0,0,0,1,0.01,0.01,0.01,Sure Thing,0.01,No Action,613921
1.62,57,1,1,0,0,0.19,0.15,0.04,Sure Thing,0.15,No Action,618308
0.5,38,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,618343
4.43,38,0,0,1,0,0.68,0.68,0.0,Sure Thing,0.7,No Discount (Sure Thing),619109
0.25,47,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,619615
2.72,16,0,1,1,1,0.39,0.31,0.08,Persuadable,0.29,Give Discount,620382
6.63,32,0,0,0,0,0.69,0.61,0.08,Persuadable,0.66,Give Discount,625703
0.97,54,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,626318
1.05,40,0,0,0,0,0.01,0.02,-0.01,Sure Thing,0.03,Avoid (Do Not Disturb),627041
0.93,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,627475
3.02,19,1,0,0,0,0.34,0.35,-0.02,Sure Thing,0.34,Avoid (Do Not Disturb),627617
0.88,22,0,1,0,1,0.0,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),627729
0.98,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,628023
2.33,32,1,1,1,0,0.66,0.65,0.01,Sure Thing,0.64,No Action,628033
1.93,34,0,1,0,0,0.35,0.21,0.14,Persuadable,0.27,Give Discount,628671
4.48,16,0,0,0,0,0.41,0.31,0.1,Persuadable,0.32,Give Discount,629345
0.98,44,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),629725
6.15,17,0,0,0,0,0.48,0.3,0.18,Persuadable,0.32,Give Discount,629747
0.38,39,0,1,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,629803
2.2,35,0,1,0,0,0.6,0.67,-0.07,Do Not Disturb,0.67,Avoid (Do Not Disturb),189676
1.42,58,1,1,0,0,0.14,0.15,-0.01,Sure Thing,0.14,Avoid (Do Not Disturb),249521
1.67,33,1,0,0,0,0.18,0.13,0.05,Persuadable,0.14,Give Discount,374340
1.72,43,0,0,0,1,0.22,0.11,0.11,Persuadable,0.12,Give Discount,380436
1.08,48,0,1,0,0,0.06,0.02,0.03,Sure Thing,0.03,No Action,418329
0.77,34,0,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,441200
0.63,39,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,462127
2.55,44,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),473712
3.1,40,1,1,1,0,0.66,0.68,-0.02,Sure Thing,0.67,Avoid (Do Not Disturb),476436
0.52,25,1,0,0,0,0.04,0.0,0.04,Sure Thing,0.0,No Action,478228
3.03,35,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),479071
0.25,45,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,481245
3.78,40,0,0,0,0,0.7,0.69,0.01,Sure Thing,0.71,No Discount (Sure Thing),483928
2.97,40,0,0,1,0,0.7,0.72,-0.02,Sure Thing,0.71,No Discount (Sure Thing),487954
0.42,47,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,489844
0.9,29,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,492999
3.45,41,1,0,1,0,0.69,0.69,-0.01,Sure Thing,0.7,No Discount (Sure Thing),494704
0.4,48,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,499760
0.77,42,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,502210
2.37,39,0,0,1,0,0.69,0.72,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),503418
2.4,36,0,0,1,1,0.69,0.72,-0.03,Do Not Disturb,0.71,No Discount (Sure Thing),511178
0.73,42,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,511762
3.58,30,1,1,1,1,0.65,0.64,0.01,Sure Thing,0.64,No Action,511943
1.87,57,1,1,0,0,0.19,0.2,-0.01,Sure Thing,0.19,Avoid (Do Not Disturb),512010
2.2,54,1,1,1,0,0.59,0.66,-0.07,Do Not Disturb,0.66,Avoid (Do Not Disturb),513917
0.48,36,0,0,0,1,0.01,0.01,0.0,Sure Thing,0.01,No Action,513967
0.52,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,514071
1.65,48,1,1,1,1,0.22,0.12,0.09,Persuadable,0.14,Give Discount,514501
1.37,66,1,0,0,0,0.14,0.13,0.01,Sure Thing,0.13,No Action,514642
2.05,48,0,0,0,0,0.63,0.53,0.1,Persuadable,0.55,Give Discount,515060
0.77,40,1,0,0,1,0.01,0.01,0.01,Sure Thing,0.0,No Action,515243
0.83,16,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,516039
0.37,43,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,517284
1.45,53,1,0,0,0,0.17,0.12,0.05,Sure Thing,0.13,No Action,517825
1.53,42,0,0,1,1,0.22,0.11,0.11,Persuadable,0.12,Give Discount,518612
0.75,51,1,0,0,0,0.02,0.01,0.01,Sure Thing,0.0,No Action,518722
3.13,35,1,0,1,0,0.68,0.7,-0.02,Do Not Disturb,0.7,No Discount (Sure Thing),519211
0.38,67,0,0,0,0,0.02,0.0,0.02,Sure Thing,0.0,No Action,519353
0.52,49,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,519631
1.58,51,1,1,0,0,0.25,0.12,0.12,Persuadable,0.14,Give Discount,519718
0.62,49,1,0,0,1,0.01,0.01,0.01,Sure Thing,0.0,No Action,520358
4.77,49,1,1,1,1,0.66,0.61,0.05,Persuadable,0.66,Give Discount,521070
0.5,49,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,522223
1.1,58,1,0,0,0,0.11,0.02,0.09,Persuadable,0.03,Give Discount,523299
1.78,26,0,0,0,1,0.19,0.13,0.06,Persuadable,0.14,Give Discount,523526
1.85,41,1,0,0,0,0.24,0.16,0.08,Persuadable,0.16,Give Discount,523842
2.08,34,0,0,0,0,0.59,0.56,0.03,Sure Thing,0.55,No Action,524080
2.27,36,0,0,1,0,0.67,0.71,-0.04,Do Not Disturb,0.71,No Discount (Sure Thing),524637
0.38,32,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,524644
0.27,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,524682
4.18,47,1,0,0,0,0.68,0.67,0.0,Sure Thing,0.7,No Action,525053
1.63,36,0,0,0,0,0.17,0.12,0.05,Persuadable,0.12,Give Discount,525056
2.93,29,0,0,1,0,0.69,0.68,0.02,Sure Thing,0.67,No Action,525323
0.62,68,1,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,526435
2.72,63,1,0,1,0,0.54,0.54,0.0,Sure Thing,0.49,No Action,527130
1.22,23,0,0,0,0,0.09,0.12,-0.03,Do Not Disturb,0.1,Avoid (Do Not Disturb),527219
3.95,49,1,1,1,0,0.65,0.66,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),528216
2.67,23,0,1,0,1,0.43,0.34,0.08,Persuadable,0.33,Give Discount,528372
1.6,21,0,0,1,1,0.24,0.13,0.1,Persuadable,0.14,Give Discount,529231
1.85,40,0,0,1,0,0.27,0.15,0.11,Persuadable,0.15,Give Discount,529513
5.47,39,0,0,0,0,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),529678
3.92,42,1,1,0,0,0.65,0.66,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),529781
1.68,47,1,1,0,1,0.25,0.12,0.13,Persuadable,0.14,Give Discount,529787
1.12,42,0,1,0,0,0.09,0.03,0.06,Persuadable,0.04,Give Discount,530625
2.77,39,0,0,1,0,0.7,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),530724
3.12,50,1,0,1,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),531009
1.13,23,0,0,0,1,0.08,0.04,0.04,Sure Thing,0.05,No Action,531198
0.27,37,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,531512
0.73,44,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,533573
1.35,48,0,1,0,0,0.17,0.11,0.06,Persuadable,0.13,Give Discount,533990
2.28,41,1,1,0,0,0.64,0.68,-0.04,Do Not Disturb,0.67,Avoid (Do Not Disturb),535702
3.28,43,0,1,1,0,0.7,0.69,0.01,Sure Thing,0.68,No Action,537181
2.23,49,0,1,0,0,0.61,0.68,-0.07,Do Not Disturb,0.67,Avoid (Do Not Disturb),538214
2.57,44,1,1,1,0,0.68,0.68,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),539012
4.23,39,1,0,0,0,0.67,0.67,-0.01,Sure Thing,0.7,Avoid (Do Not Disturb),539519
3.12,42,0,1,1,0,0.7,0.69,0.01,Sure Thing,0.68,No Action,540014
0.65,50,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,540698
2.02,35,0,0,1,0,0.39,0.52,-0.13,Do Not Disturb,0.53,Avoid (Do Not Disturb),542825
0.25,20,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,542857
4.12,53,1,1,1,0,0.65,0.65,0.0,Sure Thing,0.67,No Action,545011
0.75,27,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,545327
2.13,44,0,1,1,0,0.61,0.54,0.06,Persuadable,0.55,Give Discount,545518
0.25,56,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,545958
2.08,37,1,1,1,0,0.58,0.54,0.03,Sure Thing,0.53,No Action,546648
0.62,24,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,547834
0.25,57,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,549608
0.52,49,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,549988
0.75,53,1,0,0,1,0.01,0.01,0.0,Sure Thing,0.0,No Action,550110
1.9,16,0,1,1,0,0.23,0.16,0.06,Persuadable,0.19,Give Discount,551486
0.55,54,1,1,0,0,0.01,0.0,0.01,Sure Thing,0.01,No Action,552440
1.75,58,1,1,0,0,0.17,0.16,0.01,Sure Thing,0.16,No Action,552726
0.62,23,0,0,0,1,0.01,0.0,0.0,Sure Thing,0.01,No Action,554450
0.37,62,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),555203
3.75,49,0,0,1,0,0.7,0.69,0.01,Sure Thing,0.71,No Discount (Sure Thing),555492
0.38,46,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,555710
3.48,56,1,0,1,0,0.59,0.6,-0.01,Sure Thing,0.59,Avoid (Do Not Disturb),556019
0.98,48,1,0,0,1,0.01,0.01,0.01,Sure Thing,0.01,No Action,557726
3.12,28,0,0,0,0,0.69,0.68,0.01,Sure Thing,0.67,No Action,559468
1.67,67,1,0,0,0,0.23,0.13,0.1,Persuadable,0.14,Give Discount,559547
0.35,53,1,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,564204
1.68,48,1,1,0,0,0.22,0.12,0.09,Persuadable,0.14,Give Discount,565601
2.65,49,0,0,0,1,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),565718
2.62,42,1,1,1,0,0.68,0.68,-0.01,Sure Thing,0.67,Avoid (Do Not Disturb),565841
0.75,21,0,1,0,0,0.01,0.0,0.0,Sure Thing,0.01,No Action,565902
4.12,42,0,1,1,0,0.67,0.65,0.03,Sure Thing,0.67,No Action,566455
2.02,35,0,0,1,0,0.39,0.52,-0.13,Do Not Disturb,0.53,Avoid (Do Not Disturb),566992
1.88,35,0,1,0,0,0.24,0.19,0.05,Persuadable,0.21,Give Discount,567558
1.37,36,0,1,0,0,0.23,0.11,0.12,Persuadable,0.13,Give Discount,569243
4.72,38,0,0,1,0,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),570418
2.07,65,1,0,0,1,0.39,0.23,0.16,Persuadable,0.26,Give Discount,570600
4.45,47,0,0,1,1,0.68,0.67,0.01,Sure Thing,0.7,No Discount (Sure Thing),570683
0.38,43,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,571233
1.48,50,1,0,0,0,0.2,0.12,0.08,Persuadable,0.13,Give Discount,572669
1.6,48,1,1,0,0,0.22,0.12,0.1,Persuadable,0.14,Give Discount,572898
7.27,44,0,1,0,0,0.66,0.62,0.04,Sure Thing,0.67,No Action,573010
2.43,49,1,0,1,0,0.68,0.71,-0.03,Do Not Disturb,0.7,No Discount (Sure Thing),573122
0.5,50,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,574489
2.83,50,1,0,0,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),574625
5.77,24,0,0,0,0,0.49,0.3,0.19,Persuadable,0.31,Give Discount,575092
1.08,37,0,0,0,0,0.05,0.04,0.02,Sure Thing,0.04,No Action,576169
2.68,38,1,0,1,0,0.69,0.71,-0.02,Do Not Disturb,0.7,No Discount (Sure Thing),576985
0.72,38,0,0,0,1,0.01,0.01,0.01,Sure Thing,0.01,No Action,578459
5.12,52,1,1,1,0,0.65,0.6,0.05,Persuadable,0.66,Give Discount,578511
0.98,44,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),580212
0.92,67,1,0,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,582190
2.58,52,1,0,0,1,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),583023
3.53,32,0,0,1,0,0.7,0.66,0.04,Sure Thing,0.67,No Action,583446
0.65,26,0,0,0,0,0.01,0.01,0.01,Sure Thing,0.01,No Action,583955
1.5,16,0,0,0,0,0.26,0.11,0.14,Persuadable,0.12,Give Discount,584001
2.05,48,0,0,0,0,0.63,0.53,0.1,Persuadable,0.55,Give Discount,585231
0.87,45,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.0,No Action,585250
1.53,16,0,0,0,0,0.23,0.1,0.12,Persuadable,0.11,Give Discount,586344
1.9,40,0,1,0,0,0.34,0.2,0.14,Persuadable,0.22,Give Discount,587538
1.1,69,0,0,0,0,0.15,0.02,0.13,Persuadable,0.02,Give Discount,587642
3.5,48,0,1,1,0,0.7,0.68,0.02,Sure Thing,0.68,No Action,589162
0.75,19,0,0,0,0,0.01,0.0,0.01,Sure Thing,0.0,No Action,589822
0.65,58,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,590130
0.7,55,0,0,0,0,0.01,0.01,0.0,Sure Thing,0.01,No Action,590429
3.85,44,0,1,0,0,0.69,0.66,0.04,Sure Thing,0.68,No Action,590967
0.97,42,1,1,0,0,0.02,0.0,0.01,Sure Thing,0.01,No Action,592158
2.37,46,0,1,0,0,0.7,0.69,0.01,Sure Thing,0.68,No Action,594123
0.53,54,1,0,0,0,0.01,0.01,0.01,Sure Thing,0.0,No Action,594695
1.98,45,0,0,1,0,0.44,0.5,-0.06,Do Not Disturb,0.53,Avoid (Do Not Disturb),595026
3.18,31,0,0,0,0,0.69,0.68,0.02,Sure Thing,0.67,No Action,595126
0.35,52,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.0,Avoid (Do Not Disturb),595852
2.55,21,0,0,0,0,0.54,0.32,0.22,Persuadable,0.34,Give Discount,596611
3.37,52,0,1,1,0,0.7,0.68,0.02,Sure Thing,0.68,No Action,597510
2.45,51,1,1,1,0,0.68,0.68,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),598832
1.0,52,0,0,0,0,0.01,0.01,-0.0,Sure Thing,0.01,Avoid (Do Not Disturb),599765
3.02,42,0,0,1,0,0.71,0.72,-0.01,Sure Thing,0.71,No Discount (Sure Thing),599927
2.63,51,1,0,1,0,0.7,0.71,-0.01,Sure Thing,0.7,No Discount (Sure Thing),600444
1.28,35,0,0,0,0,0.14,0.11,0.03,Sure Thing,0.12,No Action,602734
2.53,50,1,1,1,0,0.68,0.68,-0.0,Sure Thing,0.67,Avoid (Do Not Disturb),603345
